id,title,category,code,variant,stars,sources,notes,owned,wanted
sw-1985-06,Star Wars (NO) 1985 #06,confirmed,1985-06,Norsk utgave,3,minetegneserier.no,Oppføringen er basert på minetegneserier.no sin utgaveliste.,false,false
sw-1986-01,Star Wars (NO) 1986 #01,confirmed,1986-01,Norsk utgave,3,minetegneserier.no,Oppføringen er basert på minetegneserier.no sin utgaveliste.,false,false
sw-1986-02,Star Wars (NO) 1986 #02,confirmed,1986-02,Norsk utgave,3,minetegneserier.no,Oppføringen er basert på minetegneserier.no sin utgaveliste.,false,false
sw-1986-03,Star Wars (NO) 1986 #03,confirmed,1986-03,Norsk utgave,3,minetegneserier.no,Oppføringen er basert på minetegneserier.no sin utgaveliste.,false,false
sw-1986-04,Star Wars (NO) 1986 #04,confirmed,1986-04,Norsk utgave,3,minetegneserier.no,Oppføringen er basert på minetegneserier.no sin utgaveliste.,false,false
sw-1986-05,Star Wars (NO) 1986 #05,confirmed,1986-05,Norsk utgave,3,minetegneserier.no,Oppføringen er basert på minetegneserier.no sin utgaveliste.,false,false
sw-1986-06,Star Wars (NO) 1986 #06,confirmed,1986-06,Norsk utgave,3,minetegneserier.no,Oppføringen er basert på minetegneserier.no sin utgaveliste.,false,false
sw-1986-07,Star Wars (NO) 1986 #07,confirmed,1986-07,Norsk utgave,3,minetegneserier.no,Oppføringen er basert på minetegneserier.no sin utgaveliste.,false,false
sw-1987-01,Star Wars (NO) 1987 #01,confirmed,1987-01,Norsk utgave,3,minetegneserier.no,Oppføringen er basert på minetegneserier.no sin utgaveliste.,false,false
sw-1987-02,Star Wars (NO) 1987 #02,confirmed,1987-02,Norsk utgave,3,minetegneserier.no,Oppføringen er basert på minetegneserier.no sin utgaveliste.,false,false
sw-1987-03,Star Wars (NO) 1987 #03,confirmed,1987-03,Norsk utgave,3,minetegneserier.no,Oppføringen er basert på minetegneserier.no sin utgaveliste.,false,false
sw-1987-04,Star Wars (NO) 1987 #04,confirmed,1987-04,Norsk utgave,3,minetegneserier.no,Oppføringen er basert på minetegneserier.no sin utgaveliste.,false,false
sw-1987-05,Star Wars (NO) 1987 #05,confirmed,1987-05,Norsk utgave,3,minetegneserier.no,Oppføringen er basert på minetegneserier.no sin utgaveliste.,false,false
sw-1987-06,Star Wars (NO) 1987 #06,confirmed,1987-06,Norsk utgave,3,minetegneserier.no,Oppføringen er basert på minetegneserier.no sin utgaveliste.,false,false
sw-1987-07,Star Wars (NO) 1987 #07,confirmed,1987-07,Norsk utgave,3,minetegneserier.no,Oppføringen er basert på minetegneserier.no sin utgaveliste.,false,false
sw-1987-08,Star Wars (NO) 1987 #08,confirmed,1987-08,Norsk utgave,3,minetegneserier.no,Oppføringen er basert på minetegneserier.no sin utgaveliste.,false,false
sw-1987-09,Star Wars (NO) 1987 #09,confirmed,1987-09,Norsk utgave,3,minetegneserier.no,Oppføringen er basert på minetegneserier.no sin utgaveliste.,false,false
sw-1987-10,Star Wars (NO) 1987 #10,confirmed,1987-10,Norsk utgave,3,minetegneserier.no,Oppføringen er basert på minetegneserier.no sin utgaveliste.,false,false
sw-1987-11,Star Wars (NO) 1987 #11,confirmed,1987-11,Norsk utgave,3,minetegneserier.no,Oppføringen er basert på minetegneserier.no sin utgaveliste.,false,false
sw-1987-12,Star Wars (NO) 1987 #12,confirmed,1987-12,Norsk utgave,3,minetegneserier.no,Oppføringen er basert på minetegneserier.no sin utgaveliste.,false,false
sw-1996-01,Star Wars (NO) 1996 #01,confirmed,1996-01,Norsk utgave,3,minetegneserier.no,Oppføringen er basert på minetegneserier.no sin utgaveliste.,false,false
sw-1996-02,Star Wars (NO) 1996 #02,confirmed,1996-02,Norsk utgave,3,minetegneserier.no,Oppføringen er basert på minetegneserier.no sin utgaveliste.,false,false
sw-1996-03,Star Wars (NO) 1996 #03,confirmed,1996-03,Norsk utgave,3,minetegneserier.no,Oppføringen er basert på minetegneserier.no sin utgaveliste.,false,false
sw-1996-04,Star Wars (NO) 1996 #04,confirmed,1996-04,Norsk utgave,3,minetegneserier.no,Oppføringen er basert på minetegneserier.no sin utgaveliste.,false,false
sw-1996-05,Star Wars (NO) 1996 #05,confirmed,1996-05,Norsk utgave,3,minetegneserier.no,Oppføringen er basert på minetegneserier.no sin utgaveliste.,false,false
sw-1996-06,Star Wars (NO) 1996 #06,confirmed,1996-06,Norsk utgave,3,minetegneserier.no,Oppføringen er basert på minetegneserier.no sin utgaveliste.,false,false
sw-1997-01,Star Wars (NO) 1997 #01,confirmed,1997-01,Norsk utgave,3,minetegneserier.no,Oppføringen er basert på minetegneserier.no sin utgaveliste.,false,false
sw-1997-02,Star Wars (NO) 1997 #02,confirmed,1997-02,Norsk utgave,3,minetegneserier.no,Oppføringen er basert på minetegneserier.no sin utgaveliste.,false,false
sw-1997-03,Star Wars (NO) 1997 #03,confirmed,1997-03,Norsk utgave,3,minetegneserier.no,Oppføringen er basert på minetegneserier.no sin utgaveliste.,false,false
sw-1997-04,Star Wars (NO) 1997 #04,confirmed,1997-04,Norsk utgave,3,minetegneserier.no,Oppføringen er basert på minetegneserier.no sin utgaveliste.,false,false
sw-1997-05,Star Wars (NO) 1997 #05,confirmed,1997-05,Norsk utgave,3,minetegneserier.no,Oppføringen er basert på minetegneserier.no sin utgaveliste.,false,false
sw-1997-06,Star Wars (NO) 1997 #06,confirmed,1997-06,Norsk utgave,3,minetegneserier.no,Oppføringen er basert på minetegneserier.no sin utgaveliste.,false,false
