id,title,category,code,variant,stars,sources,notes,owned,wanted
86,Armored Core,uncertain,SCES-00842,PAL,0,"Redump (paste)","Editions: Original",false,false
87,Armorines: Project S.W.A.R.M.,uncertain,SLES-02617,PAL,0,"Redump (paste)","Editions: Original",false,false
88,Army Men 3D,uncertain,SLES-02378,PAL,0,"Redump (paste)","Editions: Original",false,false
89,Army Men: Air Attack,uncertain,SLES-02498,PAL,0,"Redump (paste)","Editions: Original",false,false
90,Army Men: Air Attack 2,uncertain,SLES-03226,PAL,0,"Redump (paste)","Editions: Original",false,false
91,Army Men: Land, Sea, Air,uncertain,SLES-03231,PAL,0,"Redump (paste)","Editions: Original",false,false
92,Army Men: Lock 'n' Load,uncertain,SLES-03414,PAL,0,"Redump (paste)","Editions: Original",false,false
93,Army Men: Omega Soldier,uncertain,SLES-03431,PAL,0,"Redump (paste)","Editions: Original",false,false
94,Army Men: Operation Meltdown,uncertain,SLES-02855,PAL,0,"Redump (paste)","Editions: Original",false,false
95,Army Men: Sarge's Heroes,uncertain,SLES-02626,PAL,0,"Redump (paste)","Editions: Original",false,false
96,Army Men: Sarge's Heroes 2,uncertain,SLES-03316,PAL,0,"Redump (paste)","Editions: Original",false,false
97,Army Men: Team Assault,uncertain,SLES-03633,PAL,0,"Redump (paste)","Editions: Original",false,false
98,Assault,uncertain,SLES-01244,PAL,0,"Redump (paste)","Editions: Original; (Demo ignored)",false,false
99,Assault Rigs,uncertain,SLES-00093,PAL,0,"Redump (paste)","Editions: Original",false,false
100,Astérix,uncertain,SLES-01416,PAL,0,"Redump (paste)","Editions: Original; (rev entries ignored)",false,false
101,Astérix & Obélix Take on Caesar,confirmed,SLES-02473,PAL,0,"Redump (paste)","Editions: Original; Languages: Norwegian present so chosen; English removed",false,false
102,Astérix: Mega Madness,uncertain,SLES-03324,PAL,0,"Redump (paste)","Editions: Original; (Demo ignored)",false,false
103,Asteroids,uncertain,SLES-01418,PAL,0,"Redump (paste)","Editions: Original",false,false
104,Atari Anniversary Edition Redux,uncertain,SLES-03808,PAL,0,"Redump (paste)","Editions: Original",false,false
105,Atlantis: The Lost Continent,uncertain,SLES-04066,PAL,0,"Redump (paste)","Editions: Original",false,false
106,Atlantis: The Lost Tales,confirmed,SLES-01605,PAL,0,"Redump (paste)","Editions: Original; Discs: 1-3; Swedish present so English removed",false,false
107,Attack of the Saucerman,uncertain,SLES-01718,PAL,0,"Redump (paste)","Editions: Original",false,false
108,ATV Mania,uncertain,SLES-04099,PAL,0,"Redump (paste)","Editions: Original",false,false
109,ATV Racers,uncertain,SLES-04059,PAL,0,"Redump (paste)","Editions: Original",false,false
110,ATV: Quad Power Racing,uncertain,SLES-02822,PAL,0,"Redump (paste)","Editions: Original",false,false
111,Austin Powers Pinball,uncertain,SLES-03945,PAL,0,"Redump (paste)","Editions: Original",false,false
112,Auto Destruct,confirmed,SLES-00909,PAL,0,"Redump (paste)","Editions: Original; Swedish present so English removed",false,false
113,Autumn/Christmas Releases '96,uncertain,SCED-00273,PAL,0,"Redump (paste)","IGNORED: not Original/Platinum (compilation demo disc style)",false,false
114,Ayrton Senna Kart Duel,uncertain,SLES-00493,PAL,0,"Redump (paste)","Editions: Original",false,false
115,Ayrton Senna Kart Duel 2,uncertain,SLES-01024,PAL,0,"Redump (paste)","Editions: Original",false,false
116,Aztec: The Curse in the Heart of the City of Gold,uncertain,SLES-03053,PAL,0,"Redump (paste)","Editions: Original; (kept English; other langs ignored)",false,false
117,Azure Dreams,uncertain,SLES-01219,PAL,0,"Redump (paste)","Editions: Original",false,false
118,B-Movie,uncertain,SLES-01260,PAL,0,"Redump (paste)","Editions: Original",false,false
119,Baby Felix Tennis,uncertain,SLES-03991,PAL,0,"Redump (paste)","Editions: Original",false,false
120,Baldies,uncertain,SLES-04091,PAL,0,"Redump (paste)","Editions: Original",false,false
121,BallBlazer Champions,uncertain,SLES-00651,PAL,0,"Redump (paste)","Editions: Original",false,false
122,Ballerburg,uncertain,SLES-04017,PAL,0,"Redump (paste)","Editions: Original",false,false
123,Ballistic,uncertain,SLES-02701,PAL,0,"Redump (paste)","Editions: Original",false,false
124,Barbie: Explorer,uncertain,SLES-03692,PAL,0,"Redump (paste)","Editions: Original",false,false
125,Barbie: Race & Ride,uncertain,SCES-02365,PAL,0,"Redump (paste)","Editions: Original",false,false
126,Barbie: Super Sports,uncertain,SCES-02487,PAL,0,"Redump (paste)","Editions: Original",false,false
127,Barça Manager 2000,uncertain,,PAL,0,"Redump (paste)","IGNORED: Catalan/Spanish only (not in allowed language set)",false,false
128,Batman & Robin,uncertain,SLES-00102,PAL,0,"Redump (paste)","Editions: Original",false,false
129,Batman Forever: The Arcade Game,uncertain,SLES-00525,PAL,0,"Redump (paste)","Editions: Original",false,false
130,Batman of the Future: Return of the Joker,uncertain,SLES-02902,PAL,0,"Redump (paste)","Editions: Original",false,false
131,Batman: Gotham City Racer,uncertain,SLES-02874,PAL,0,"Redump (paste)","Editions: Original",false,false
132,Battle Arena Toshinden,uncertain,SCES-00002,PAL,0,"Redump (paste)","Editions: Original; Platinum",false,false
133,Battle Arena Toshinden 2,uncertain,SCES-00232,PAL,0,"Redump (paste)","Editions: Original",false,false
134,Battle Arena Toshinden 3,uncertain,SCES-00700,PAL,0,"Redump (paste)","Editions: Original; (prerelease/promo ignored)",false,false
135,Battle Stations,uncertain,SLES-00662,PAL,0,"Redump (paste)","Editions: Original",false,false
136,BattleSport,uncertain,SLES-00628,PAL,0,"Redump (paste)","Editions: Original",false,false
137,BattleTanx: Global Assault,uncertain,SLES-02773,PAL,0,"Redump (paste)","Editions: Original",false,false
138,Beach Volleyball,uncertain,SLES-02808,PAL,0,"Redump (paste)","Editions: Original",false,false
139,Beast Wars: Transformers,uncertain,SLES-00709,PAL,0,"Redump (paste)","Editions: Original; (Demo ignored)",false,false
140,Beatmania,uncertain,SLES-02096,PAL,0,"Redump (paste)","Editions: Original",false,false
141,Bedlam,uncertain,SLES-00334,PAL,0,"Redump (paste)","Editions: Original",false,false
142,Beyblade,uncertain,SLES-04093,PAL,0,"Redump (paste)","Editions: Original",false,false
143,Big Air,confirmed,SLES-01531,PAL,0,"Redump (paste)","Editions: Original; Swedish present so English removed",false,false
144,Big Bass Fishing,uncertain,SLES-03847,PAL,0,"Redump (paste)","Editions: Original",false,false
145,Big Strike Bowling,uncertain,SLES-04025,PAL,0,"Redump (paste)","Editions: Original",false,false
146,Bio F.R.E.A.K.S.,uncertain,SLES-01316,PAL,0,"Redump (paste)","Editions: Original",false,false
147,Bishi Bashi Special,uncertain,SLES-02537,PAL,0,"Redump (paste)","Editions: Original",false,false
148,Black Dawn,uncertain,SLES-00407,PAL,0,"Redump (paste)","Editions: Original",false,false
149,Blade,uncertain,SLES-03213,PAL,0,"Redump (paste)","Editions: Original; (review ignored)",false,false
150,Blam! Machinehead,uncertain,SLES-00349,PAL,0,"Redump (paste)","Editions: Original",false,false
151,Blast Chamber,uncertain,SLES-00476,PAL,0,"Redump (paste)","Editions: Original",false,false
152,Blast Radius,uncertain,SLES-01169,PAL,0,"Redump (paste)","Editions: Original; (Demo ignored)",false,false
153,Blaster Master: Blasting Again,uncertain,SLES-02273,PAL,0,"Redump (paste)","Editions: Original",false,false
154,Blazing Dragons,uncertain,SLES-00247,PAL,0,"Redump (paste)","Editions: Original",false,false
155,Block Buster,uncertain,SLES-04067,PAL,0,"Redump (paste)","Editions: Original",false,false
156,Blockids,uncertain,SLES-04003,PAL,0,"Redump (paste)","Editions: Original",false,false
157,Blood Lines,uncertain,SCES-01443,PAL,0,"Redump (paste)","Editions: Original; (Beta ignored)",false,false
158,Blood Omen: Legacy of Kain,uncertain,SLES-00075,PAL,0,"Redump (paste)","Editions: Original",false,false
159,Bloody Roar 2: Bringer of the New Age,uncertain,SLES-01722,PAL,0,"Redump (paste)","Editions: Original; (Demo ignored)",false,false
160,Bloody Roar: Hyper Beast Duel,uncertain,SLES-01010,PAL,0,"Redump (paste)","Editions: Original; (Demo ignored)",false,false
161,Bob the Builder: Can We Fix It?,uncertain,SLES-02856,PAL,0,"Redump (paste)","Editions: Original",false,false
162,Bomberman,uncertain,SLES-01893,PAL,0,"Redump (paste)","Editions: Original",false,false
163,Bomberman Fantasy Race,uncertain,SLES-01712,PAL,0,"Redump (paste)","Editions: Original",false,false
164,The Bombing Islands,uncertain,SLES-03163,PAL,0,"Redump (paste)","Editions: Original",false,false
165,Brahma Force,uncertain,SLES-00754,PAL,0,"Redump (paste)","Editions: Original",false,false
166,Bratz: Dress Up, Get Down and Be a Bratz Superstar!,uncertain,SLES-03992,PAL,0,"Redump (paste)","Editions: Original",false,false
167,Break Point,uncertain,SLES-00258,PAL,0,"Redump (paste)","Editions: Original",false,false
168,Breakout: A Story of Bat Meets Ball...!,uncertain,SLES-02854,PAL,0,"Redump (paste)","Editions: Original",false,false
169,Breath of Fire III,uncertain,SLES-01304,PAL,0,"Redump (paste)","Editions: Original",false,false
170,Breath of Fire IV,uncertain,SLES-03552,PAL,0,"Redump (paste)","Editions: Original",false,false
171,Broken Helix,uncertain,SLES-00873,PAL,0,"Redump (paste)","Editions: Original",false,false
172,Broken Sword II: The Smoking Mirror,uncertain,SCES-00798,PAL,0,"Redump (paste)","Editions: Original",false,false
173,Broken Sword: The Shadow of the Templars,uncertain,SCES-00346,PAL,0,"Redump (paste)","Editions: Original",false,false
174,Brunswick Circuit Pro Bowling,uncertain,SLES-01376,PAL,0,"Redump (paste)","Editions: Original",false,false
175,Brunswick Circuit Pro Bowling 2,uncertain,SLES-02618,PAL,0,"Redump (paste)","Editions: Original",false,false
176,Bubble Bobble also featuring Rainbow Islands,uncertain,SLES-00448,PAL,0,"Redump (paste)","Editions: Original",false,false
177,Bubsy 3D: Furbitten Planet,uncertain,SLES-00122,PAL,0,"Redump (paste)","Editions: Original; (Beta ignored)",false,false
178,Buggy,uncertain,SLES-00174,PAL,0,"Redump (paste)","Editions: Original",false,false
179,Bugriders: The Race of Kings,uncertain,SLES-00875,PAL,0,"Redump (paste)","Editions: Original",false,false
180,Bugs Bunny & Taz: Time Busters,uncertain,SLES-02896,PAL,0,"Redump (paste)","Editions: Original",false,false
181,Bugs Bunny: Lost in Time,uncertain,SLES-01726,PAL,0,"Redump (paste)","Editions: Original; (Demo ignored)",false,false
182,Burning Road,uncertain,SLES-00345,PAL,0,"Redump (paste)","Editions: Original",false,false
183,Bushido Blade,uncertain,SCES-00899,PAL,0,"Redump (paste)","Editions: Original",false,false
184,Bust-A-Groove,uncertain,SCES-01313,PAL,0,"Redump (paste)","Editions: Original",false,false
185,Bust-A-Move 2: Arcade Edition,uncertain,SLES-00278,PAL,0,"Redump (paste)","Editions: Original; Platinum",false,false
186,Bust-A-Move 3 DX,uncertain,SLES-00991,PAL,0,"Redump (paste)","Editions: Original",false,false
187,Bust-A-Move 4,uncertain,SLES-01389,PAL,0,"Redump (paste)","Editions: Original",false,false
188,Byggmester Bob: Kan Det Fikses?,confirmed,SLES-03563,PAL,0,"Redump (paste)","Editions: Original; (Norwegian present so chosen; Swedish/Danish/English removed)",false,false
189,C-12: Final Resistance,uncertain,SCES-03364,PAL,0,"Redump (paste)","Editions: Original; Platinum (Preview/Demo ignored). Other-language originals ignored.",false,false
190,C3 Racing: Car Constructors Championship,uncertain,SLES-01363,PAL,0,"Redump (paste)","Editions: Original (Rev 1 ignored). Other languages ignored.",false,false
191,Caesars Palace,uncertain,SLES-01008,PAL,0,"Redump (paste)","Editions: Original",false,false
192,Caesars Palace II,uncertain,SLES-01486,PAL,0,"Redump (paste)","Editions: Original",false,false
193,California Surfing,uncertain,SLES-03921,PAL,0,"Redump (paste)","Editions: Original",false,false
194,California Watersports,uncertain,SLES-02950,PAL,0,"Redump (paste)","Editions: Original",false,false
195,Capcom Generations,uncertain,SLES-01881,PAL,0,"Redump (paste)","Editions: Original; Discs: 1-4 (Disc1=SLES-01881, Disc2=SLES-11881, Disc3=SLES-21881, Disc4=SLES-31881). Germany alt-disc codes ignored.",false,false
196,Capcom vs. SNK: Millennium Fight 2000 Pro,uncertain,SLES-03889,PAL,0,"Redump (paste)","Editions: Original",false,false
197,Card Shark,uncertain,SLES-03206,PAL,0,"Redump (paste)","IGNORED: not Original/Platinum (Pocket Price Midas)",false,false
198,Cardinal Syn,uncertain,SCES-01043,PAL,0,"Redump (paste)","Editions: Original (Promo ignored). Other languages ignored.",false,false
199,Carmageddon,uncertain,SLES-01960,PAL,0,"Redump (paste)","Editions: Original (Ubisoft eXclusive ignored)",false,false
200,Carnage Heart,uncertain,SCES-00441,PAL,0,"Redump (paste)","Editions: Original",false,false
201,Casper,uncertain,SLES-00045,PAL,0,"Redump (paste)","Editions: Original",false,false
202,Casper: Friends Around the World,uncertain,SLES-03113,PAL,0,"Redump (paste)","Editions: Original",false,false
203,Castlevania Chronicles,uncertain,SLES-03532,PAL,0,"Redump (paste)","Editions: Original",false,false
204,Castlevania: Symphony of the Night,uncertain,SLES-00524,PAL,0,"Redump (paste)","Editions: Original",false,false
205,Castrol Honda VTR,uncertain,SLES-02942,PAL,0,"Redump (paste)","Editions: Original",false,false
206,Centipede,confirmed,SLES-01664,PAL,0,"Redump (paste)","Editions: Original; Swedish present so English removed (other langs ignored).",false,false
207,Championship Bass,uncertain,SLES-02775,PAL,0,"Redump (paste)","Editions: Original",false,false
208,Championship Manager Quiz,uncertain,SLES-03634,PAL,0,"Redump (paste)","Editions: Original",false,false
209,Championship Motocross 2001 featuring Ricky Carmichael,uncertain,SLES-03252,PAL,0,"Redump (paste)","Editions: Original",false,false
210,Championship Motocross featuring Ricky Carmichael,uncertain,SLES-02200,PAL,0,"Redump (paste)","Editions: Original (Demo ignored)",false,false
211,Championship Surfer,uncertain,SLES-03427,PAL,0,"Redump (paste)","Editions: Original",false,false
212,Chaos Break,uncertain,SLES-03107,PAL,0,"Redump (paste)","Editions: Original",false,false
213,Chase the Express,uncertain,SCES-02812,PAL,0,"Redump (paste)","Editions: Original; Discs: 1-2 (Disc1=SCES-02812, Disc2=SCES-12812). Preview/Promo ignored. Other languages ignored.",false,false
214,Cheat Factory for Final Fantasy IX,uncertain,,PAL,0,"Redump (paste)","IGNORED: Unlicensed",false,false
215,Cheat Master Volume 1: Fighting Master,uncertain,,PAL,0,"Redump (paste)","IGNORED: Unlicensed",false,false
216,Cheat Master Volume 2: Sports Master,uncertain,,PAL,0,"Redump (paste)","IGNORED: Unlicensed",false,false
217,Cheat Master Volume 3: RaceMaster,uncertain,,PAL,0,"Redump (paste)","IGNORED: Unlicensed",false,false
218,Cheat Master Volume 4: Strategy Master,uncertain,,PAL,0,"Redump (paste)","IGNORED: Unlicensed",false,false
219,Checkmate,uncertain,SLES-02917,PAL,0,"Redump (paste)","IGNORED: not Original/Platinum (Pocket Price Midas)",false,false
220,Checkmate II,uncertain,SLES-04053,PAL,0,"Redump (paste)","Editions: Original",false,false
221,Cheesy,uncertain,SLES-00053,PAL,0,"Redump (paste)","Editions: Original",false,false
222,The Chessmaster 3-D,uncertain,SLES-00187,PAL,0,"Redump (paste)","Editions: Original",false,false
223,Chessmaster II,uncertain,SLES-02117,PAL,0,"Redump (paste)","Editions: Original",false,false
224,Chicken Run,uncertain,SLES-03188,PAL,0,"Redump (paste)","Editions: Original (Promo ignored). Other-language entry ignored.",false,false
225,Chill,uncertain,SLES-00711,PAL,0,"Redump (paste)","Editions: Original (Demo ignored).",false,false
226,China: The Forbidden City,confirmed,SLES-02297,PAL,0,"Redump (paste)","Editions: Original; Swedish present so English removed (other langs ignored).",false,false
227,Chocobo Racing,uncertain,SLES-02079,PAL,0,"Redump (paste)","Editions: Original",false,false
228,Chris Kamara's Street Soccer,uncertain,SLES-02948,PAL,0,"Redump (paste)","IGNORED: not Original/Platinum (Pocket Price Midas)",false,false
229,Chronicles of the Sword,uncertain,SLES-00165,PAL,0,"Redump (paste)","Editions: Original; Discs: 1-2 (Disc1=SLES-00165, Disc2=SLES-10165). Other-language entries ignored.",false,false
230,Cindy's Caribbean Holiday,uncertain,SLES-04148,PAL,0,"Redump (paste)","Editions: Original",false,false
231,Cindy's Fashion World,uncertain,SLES-04147,PAL,0,"Redump (paste)","Editions: Original",false,false
232,Circuit Breakers,uncertain,SLES-00753,PAL,0,"Redump (paste)","Editions: Original (Review/Preview/Demo ignored).",false,false
233,Civilization II,uncertain,SLES-01794,PAL,0,"Redump (paste)","Editions: Original (other languages ignored).",false,false
234,Classic Card Games,uncertain,DK-10794,PAL,0,"Redump (paste)","IGNORED: Unlicensed (and Russian)",false,false
235,Cleopatra Fortune,uncertain,SLES-03935,PAL,0,"Redump (paste)","Editions: Original",false,false
236,Clock Tower,uncertain,SLES-00870,PAL,0,"Redump (paste)","Editions: Original (other languages ignored).",false,false
237,Club Solaris: Miss goda,uncertain,,PAL,0,"Redump (paste)","IGNORED: Unlicensed (and Russian)",false,false
238,Codemasters Demo Disk,uncertain,SLED-02809,PAL,0,"Redump (paste)","IGNORED: Demo",false,false
239,Codemasters Q3 2000 Demo,uncertain,SLED-03094,PAL,0,"Redump (paste)","IGNORED: Demo",false,false
240,Cold Blood,uncertain,SCES-02151,PAL,0,"Redump (paste)","IGNORED: German-only (Discs: 1-2 noted: Disc1=SCES-02151, Disc2=SCES-12151).",false,false
241,Colin McRae Rally,uncertain,SLES-00477,PAL,0,"Redump (paste)","Editions: Original; Platinum (Rev 1/2/3 ignored).",false,false
242,Colin McRae Rally 2.0,uncertain,SLES-02605,PAL,0,"Redump (paste)","Editions: Original; Platinum (Promo/Rev1/Rev2 ignored).",false,false
243,Colony Wars,uncertain,SLES-00860,PAL,0,"Redump (paste)","Editions: Original; Discs: 1-2 (Disc1=SLES-00860, Disc2=SLES-10860). Other-language entries ignored.",false,false
244,Colony Wars: Red Sun,uncertain,SCES-01924,PAL,0,"Redump (paste)","Editions: Original (other languages ignored).",false,false
245,Colony Wars: Vengeance,uncertain,SLES-01392,PAL,0,"Redump (paste)","Editions: Original (Demo ignored; other languages ignored).",false,false
246,Command & Conquer,uncertain,SLES-00530,PAL,0,"Redump (paste)","Editions: Original; Platinum; Discs: 1-2 (Disc1=SLES-00530, Disc2=SLES-10530). Demo ignored; other languages ignored.",false,false
