id,title,category,code,variant,stars,sources,notes,owned,wanted
,Solar Jetman – Hunt for the Golden Warpship,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,Solomon’s Key,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,Solomon’s Key 2,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,Solstice,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,Spy vs. Spy,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,Stadium Events,confirmed,,SCN,5,Spillmuseet SCN-liste (ikke ESP),,false,false
,Star Force,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,Star Wars,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,StarTropics,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,Stealth ATF,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,Street Gangs,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,Super Mario Bros.,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,Super Mario Bros. 2,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,Super Mario Bros. 3,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,Super Mario Bros./Duck Hunt,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,Super Mario Bros./Tetris/Nintendo World Cup,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,Super Spike V’Ball,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,Super Turrican,confirmed,,SCN,5,Spillmuseet SCN-liste (ikke ESP),,false,false
,Sword Master,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,Swords and Serpents,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,TaleSpin,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,Tecmo Cup – Football Game,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,Tecmo World Wrestling,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,Teenage Mutant Hero Turtles,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,Teenage Mutant Hero Turtles II: The Arcade Game,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,Tennis,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,Terminator 2 – Judgement Day,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,Tetris,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,Tiger-Heli,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,Tiny Toon Adventures,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,Tiny Toon Adventures 2 – Trouble in Wackyland,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,To the Earth,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,Tom & Jerry,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,Top Gun,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,Top Gun – The Second Mission,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,Total Recall,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,Track & Field II,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,Track & Field in Barcelona,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,Trojan,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,Ufouria – The Saga,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,Volley Ball,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,Werewolf: The Last Warrior,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,Wild Gunman,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,Willow,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,Wizards & Warriors,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,Wizards & Warriors II – Ironsword,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,Wizards & Warriors III – Kuros: Visions of Power,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,Wrath of the Black Manta,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,Wrecking Crew,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,Xevious,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,Yoshi’s Cookie,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,Zelda II – The Adventures of Link,confirmed,,SCN,2,Spillmuseet SCN-liste (ikke ESP),,false,false
,Captain Skyhawk,uncertain,,ESP,2,Spillmuseet merket (ESP) – Bergsala-import,,false,false
,Double Dragon,uncertain,,ESP,2,Spillmuseet merket (ESP) – Bergsala-import,,false,false
,Four Player’s Tennis,uncertain,,ESP,2,Spillmuseet merket (ESP) – Bergsala-import,,false,false
,Goal!,uncertain,,ESP,2,Spillmuseet merket (ESP) – Bergsala-import,,false,false
,Hammerin’ Harry,uncertain,,ESP,2,Spillmuseet merket (ESP) – Bergsala-import,,false,false
,High Speed,uncertain,,ESP,2,Spillmuseet merket (ESP) – Bergsala-import,,false,false
,Panic Restaurant,uncertain,,ESP,2,Spillmuseet merket (ESP) – Bergsala-import,,false,false
,Racket Attack,uncertain,,ESP,2,Spillmuseet merket (ESP) – Bergsala-import,,false,false
,RoboCop 3,uncertain,,ESP,2,Spillmuseet merket (ESP) – Bergsala-import,,false,false
,Shadow Warriors: Episode II – The Dark Sword of Chaos,uncertain,,ESP,2,Spillmuseet merket (ESP) – Bergsala-import,,false,false
